0.1498	0.0536	0.0097	0.0123
0.586	0.3808	0.1679	0.0741
0.1688	0.2884	0.1898	0.2099
0.0773	0.2237	0.4647	0.2963
0.0181	0.0536	0.1679	0.4074
8.004662	7.930818	8.625	7.846154
22.92181	24.84081	26.71658	31.92
1.900807	1.818878	1.730435	1.419355
27805.59	35124.8	49582.47	0
23208.24	29047.19	38880.18	59023.86
21385.18	27017.54	38790.79	57638.63
0.6361794	0.6088253	0.5898761	0
0.6395687	0.6721877	0.7375328	0.6781609
0.6600567	0.7316397	0.7952381	0.8125
0.8249913	0.8301159	0.9050847	0.8932806
0.6405672	0.6790393	0.7683957	0.7521368
0.5835937	0.6064232	0.5984674	0.609375
0.4722016	0.568254	0.4870466	0.4807692
0.4604167	0.3631841	0.3461539	0.4666667
0.8001152	0.8045202	0.8800747	0.8711864
0.6415225	0.7706767	0.9020619	1
0.1389862	0.1151039	0.1006374	0.0987654
0.2419355	0.2279185	0.2234848	0.2631579
0.0854455	0.0822785	0.0394431	0.0304348
0.3462546	0.4637681	0.6818182	0.5862069
0.1987093	0.1655212	0.1604845	0.150289
0.1929556	0.1849866	0.1554333	0.1358025
0.0571938	0.0405911	0.0237726	0.0359281
0.1467412	0.1593626	0.1616162	0.1521739
0.0276194	0.013866	0.0084639	0.0022779
0.0855072	0.0918762	0.0988495	0.0882071
0.010022056	0.00968325	0.004834464	0.012246799
0.013832139	0.020876866	0.018437082	0.029103729
0.010519119	0.019476771	0.019342977	0.045248558
0.007499985	0.017916334	0.024601639	0.050736101
0.003743806	0.00968325	0.018437082	0.054594492
5.710294	5.204817	5.385001	4.412976
4.784335	4.593033	4.19113	5.195528
1.206923	1.283518	1.257455	1.274573
20304.99	30566.55	47481.22	0
16745.01	25643.04	30565.44	42893.6
14082.31	16695.67	28885.54	46107.81
0.4811675	0.4881589	0.4921102	0
0.4801605	0.4695781	0.4400907	0.4680792
0.4738575	0.4432085	0.4036877	0.3909559
0.3800401	0.3756519	0.2931972	0.3093681
0.4799082	0.4670157	0.4221122	0.4336291
0.4930268	0.4886967	0.4903962	0.4898075
0.4994118	0.4957131	0.5004809	0.5045046
0.4989507	0.482118	0.4772751	0.5163978
0.399952	0.3966482	0.32495	0.3355627
0.4796363	0.4207933	0.298	0
0.3459555	0.3191921	0.3008984	0.2987158
0.4283086	0.4196194	0.416778	0.4420122
0.2795703	0.2748554	0.1947033	0.1721551
0.4759002	0.4991378	0.4667358	0.50123
0.3990824	0.3717568	0.3671938	0.3583918
0.3946789	0.3884603	0.3625667	0.3447132
0.2322228	0.1973605	0.1523597	0.186297
0.3539136	0.3662571	0.3687196	0.3631584
0.163887	0.1169486	0.0916239	0.0477274
0.2796429	0.2888686	0.2984825	0.2837319
